Index,Code,Name,lon,lat,Type,Alt
93,Z9737,安化,111.21194444444444,28.379166666666666,SA,200.4
94,Z9734,衡阳,112.57194444444444,26.89388888888889,SA,100.0
95,Z9744,张家界,110.47888888888889,29.11638888888889,SA,200.0
96,Z9436,白城,122.79611111111112,45.61472222222222,CC,209.9
97,Z9439,白山,126.19888888888889,41.96888888888889,CC,1186.5
98,Z9433,延吉,129.46,42.83888888888889,CC,546.0
99,Z9431,长春,125.24583333333334,43.89888888888889,CC,289.8
100,Z9432,吉林市,126.54194444444444,43.86277777777778,CC,325.1
101,Z9438,松原,124.81777777777778,45.13472222222222,CC,191.2
102,Z9519,常州,119.77972222222222,31.900833333333335,SA,180.0
103,Z9518,连云港,119.29388888888889,34.65083333333333,SA,613.1
104,Z9250,南京,118.69777777777777,32.19083333333333,SA,138.2
105,Z9513,南通,120.97583333333333,32.075833333333335,SA,33.9
106,Z9516,徐州,117.15194444444444,34.29277777777778,SA,189.7
107,Z9515,盐城,120.20083333333334,33.43083333333333,SA,28.3
108,Z9523,泰州,119.99388888888889,32.55694444444445,SA,57.3
109,Z9517,淮安,119.015,33.610277777777775,SA,38.0
110,Z9797,赣州,114.96888888888888,25.879722222222224,SC,227.0
111,Z9796,吉安,114.91388888888889,27.04277777777778,SC,117.4
112,Z9792,九江,115.95388888888888,29.53472222222222,SA,1374.4
113,Z9791,南昌,115.89888888888889,28.590833333333332,SA,94.9
114,Z9793,上饶,117.97694444444444,28.442777777777778,SA,118.0
115,Z9798,景德镇,117.18083333333334,29.306666666666665,SA,50.0
116,Z9794,抚州,116.35777777777778,27.949166666666667,SA,50.0
117,Z9795,宜春,114.39472222222223,27.796388888888888,SA,100.0
118,Z9411,大连,121.64888888888889,38.90972222222222,SA,209.0
119,Z9415,丹东,124.15694444444445,39.87583333333333,RD784250,61.5
120,Z9240,沈阳,123.64694444444444,41.92472222222222,SC,299.0
121,Z9417,营口,122.27194444444444,40.672777777777775,SA,59.2
122,Z9476,赤峰,118.96583333333334,42.23277777777778,CD,840.0
123,Z9477,鄂尔多斯,110.05,39.816944444444445,CB,1557.6
124,Z9470,海拉尔,119.75277777777778,49.20388888888889,CD,676.0
125,Z9471,呼和浩特,111.69972222222222,40.981944444444444,CD,2062.0
126,Z9478,临河,107.36888888888889,40.735,CD,1115.0
127,Z9475,通辽,122.26083333333334,43.61972222222222,CB,265.0
128,Z9479,锡林浩特,116.04777777777778,43.93527777777778,CD,1000.0
129,Z9021,满洲里,117.48,49.58777777777778,CB,650.0
130,Z9020,霍林郭勒,119.66388888888889,45.53138888888889,CB,850.0
131,Z9023,邯郸,114.49277777777777,36.61194444444445,SA,122.0
132,Z9954,固原,106.20194444444445,35.68,CD,2860.7
133,Z9951,银川,106.21472222222222,38.47972222222222,CD,1189.8
134,Z9953,吴忠,106.20472222222222,37.95916666666667,CC,1125.0
135,Z9970,海北,100.90472222222222,36.95194444444444,CD,3130.0
136,Z9971,西宁,101.76972222222223,36.60583333333334,CD,2445.0
137,Z9543,滨州,118.0,37.36972222222222,SA,70.1
138,Z9531,济南,116.78083333333333,36.80277777777778,SA,72.9
139,Z9539,临沂,118.34777777777778,35.05083333333334,SA,184.2
140,Z9532,青岛,120.23,35.98888888888889,SA,174.5
141,Z9538,泰安,117.10583333333334,36.255833333333335,CD,1546.9
142,Z9535,烟台,121.38777777777777,37.49888888888889,SA,410.8
143,Z9631,荣成,122.48583333333333,37.164722222222224,SA,82.7
144,Z9536,潍坊,118.91888888888889,36.66916666666667,SA,214.8
145,Z9352,大同,113.38972222222222,40.07194444444445,CB,1096.3
146,Z9357,临汾,111.49388888888889,36.06194444444444,CC,484.0
147,Z9351,太原,112.57888888888888,37.735,CC,817.0
148,Z9355,长治,113.055,36.22388888888889,CC,1029.0
149,Z9358,吕梁,111.1438888888889,37.51833333333333,CC,1000.0
150,Z9350,五寨,111.84694444444445,38.910555555555554,CC,1516.6
151,Z9915,安康,109.03694444444444,32.72472222222222,CB,332.0
152,Z9917,宝鸡,107.23277777777778,34.53277777777778,CB,1145.0
153,Z9916,汉中,107.4738888888889,33.13,CB,535.3
154,Z9290,西安,108.97277777777778,34.444722222222225,CB,456.0
155,Z9911,延安,109.48777777777778,36.60888888888889,CB,1161.7
156,Z9912,榆林,109.78083333333333,38.27194444444444,CB,1189.2
157,Z9914,商州,109.93972222222222,33.87027777777778,CB,835.2
158,Z9210,南汇,121.885,31.000833333333333,UNKNOWN,44.2
159,Z9002,青浦,120.9588888888889,31.075,SA,42.1
160,Z9280,成都,104.01583333333333,30.662777777777777,SC,596.5
161,Z9818,达州,107.52972222222222,31.17,SC,760.0
162,Z9839,广元,105.82277777777777,32.405833333333334,SC,976.6
163,Z9816,绵阳,104.76472222222222,31.451944444444443,SC,557.8
164,Z9817,南充,106.07777777777778,30.821944444444444,SC,388.0
165,Z9834,西昌,102.41083333333333,27.879722222222224,CD,2702.7
166,Z9831,宜宾,104.57777777777778,28.81972222222222,SC,517.0
167,Z9837,阿坝,102.2238888888889,31.899444444444445,CC,2700.0
168,Z9836,甘孜,101.96194444444444,30.049444444444443,CC,2651.6
169,Z9220,塘沽,117.71694444444445,39.04388888888889,SA,70.3
170,Z9891,拉萨,91.135,29.66583333333333,CD,3668.8
171,Z9894,林芝,94.39583333333333,29.63277777777778,CD,3440.0
172,Z9896,那曲,92.06083333333333,31.480833333333333,CD,4526.0
173,Z9892,日喀则,88.89277777777778,29.256944444444443,CD,3823.0
174,Z9997,阿克苏,80.235,41.16277777777778,CC,1126.8
175,Z9998,喀什,76.02694444444444,39.459722222222226,CC,1353.0
176,Z9990,克拉玛依,84.96388888888889,45.47,CC,304.0
177,Z9996,库尔勒,86.20388888888888,41.75972222222222,CC,1093.8
178,Z9992,奎屯,84.10194444444444,44.38194444444444,CC,497.0
179,Z9993,石河子,85.97583333333333,44.285833333333336,CC,498.5
180,Z9080,塔斯尔海,82.34972222222223,44.82694444444444,CC,420.0
181,Z9082,图木舒克,79.0838888888889,39.86972222222222,CC,1216.0
182,Z9991,乌鲁木齐,87.39277777777778,43.91583333333333,CC,702.0
183,Z9081,五家渠,87.555,44.147777777777776,CC,496.5
184,Z9999,伊宁,81.32472222222222,43.941944444444445,CC,715.5
185,Z9903,和田,79.83194444444445,37.026944444444446,CC,1469.12
186,Z9086,阿拉尔,81.2675,40.55916666666667,CC,1011.0
187,Z9692,德宏,98.34388888888888,24.488888888888887,CC,2073.0
188,Z9871,昆明,102.57777777777778,25.051944444444445,CC,2514.7
189,Z9888,丽江,100.04194444444444,26.727777777777778,CC,3175.0
190,Z9879,思茅,101.01972222222223,22.825,CC,1923.6
191,Z9876,文山,104.25,23.466944444444444,CC,1790.0
192,Z9870,昭通,103.72,27.352777777777778,CC,2003.7
193,Z9872,大理,100.39805555555556,25.608055555555556,CC,2915.0
194,Z9571,杭州,120.33777777777777,30.273888888888887,SA,96.1
195,Z9579,金华,119.6438888888889,29.206944444444446,SB,1210.7
196,Z9574,宁波,121.50888888888889,30.075833333333332,SA,458.1
197,Z9570,衢州,118.70194444444445,29.085833333333333,SB,1226.8
198,Z9577,温州,120.74277777777777,27.895,SA,734.7
199,Z9580,舟山,122.10888888888888,30.06888888888889,SB,438.3
200,Z9576,台州,121.52388888888889,28.618055555555557,SA,79.9
201,Z9578,丽水,119.92277777777778,28.46361111111111,SA,201.6
202,Z9572,湖州,120.08694444444444,30.894166666666667,SA,50.0
203,Z9018,测试,112.87583333333333,44.047777777777775,CD,1086.0
204,Z9091,黔江,108.72777777777777,29.591944444444444,CD,1725.0
205,Z9090,万州,108.68277777777777,30.802777777777777,SB,1064.0
206,Z9230,重庆,106.4888888888889,29.521944444444443,SA,438.8
207,Z9092,永川,105.83,29.238055555555555,SA,689.0
208,Z9874,曲靖,103.71555555555555,25.48,CB,2229.0
209,Z9883,临沧,100.18861111111111,23.90972222222222,CB,2497.0
210,Z9939,陇南,105.15444444444445,33.475833333333334,CB,2247.9
211,Z9974,海南州,100.89833333333333,36.28638888888889,CB,3824.0
